98 1 0.5 0.375 3 4 1 4 3 4 4 4 4 3 2 2 4 3 4 4 1 4 2
99 1 0.8125 0.5625 2.4 2 2 2 1 1 1 2 2 2 2 4 2 2 2 2 3 4 2
100 10 0.4375 0.375 2.3 1 3 4 2 4 2 2 3 2 3 3 2 2 2 2 2 3 2
101 1 0.5 0.4375 2.9 4 2 3 2 3 3 2 4 4 2 2 2 4 3 3 2 3 2
102 10 0.5625 0.4375 3.8 3 4 4 4 5 4 4 3 4 2 3 4 4 5 5 3 4 4
103 10 0.75 0.6875 3.4 2 2 2 2 2 4 2 2 2 2 3 2 3 2 4 2 2 2
104 10 0.3125 0.3125 2 2 3 3 2 3 2 2 2 2 2 3 2 3 4 2 3 3 2
105 1 0.5 0.375 3 4 4 4 4 4 4 2 4 1 4 3 4 5 5 5 5 5 4
106 1 0.5625 0.5 3.9 4 2 4 2 4 4 2 3 4 2 3 3 2 4 4 3 3 2
107 1 0.8125 0.6875 3.5 3 2 3 1 3 2 3 2 3 4 4 4 2 2 3 2 2 2
108 1 0.5 0.4375 3.2 4 2 4 3 2 3 3 3 4 4 3 4 2 4 3 2 3 3
109 1 0.6875 0.5625 2.8 5 5 3 4 2 4 4 5 5 4 1 5 5 5 5 4 5 4
110 10 0.625 0.5 3 2 4 4 2 2 4 4 4 4 3 2 3 4 4 2 2 4 3
111 1 0.625 0.5 3.1 4 1 1 2 3 4 2 2 3 4 2 2 3 3 2 1 3 2
112 1 0.5 0.375 3.4 3 2 4 2 3 2 3 3 4 4 4 2 2 2 3 2 3 2
113 1 0.25 0.25 3.9 2 2 2 2 2 2 3 2 3 3 4 2 4 3 4 3 2 2
114 1 0.6875 0.5625 3.2 4 2 4 4 2 4 2 3 4 4 4 2 2 4 4 4 4 3
115 1 0.5625 0.3125 2.9 2 4 4 2 2 3 2 4 4 4 4 3 3 3 4 3 2 3
116 10 0.8125 0.4375 3.8 4 3 4 3 4 4 2 4 1 4 2 2 4 4 3 1 3 4
117 10 1.0625 0.625 3.6 4 4 4 4 4 5 4 4 5 4 2 5 4 4 1 4 4 2
118 1 0.5625 0.5 2.9 4 2 2 4 3 3 2 1 3 4 4 4 4 4 2 2 4 4
119 10 0.5 0.3125 4.4 1 4 4 2 3 1 5 5 4 3 3 3 5 5 4 2 1 3
120 10 0.5 0.5 3.1 3 4 4 3 2 4 2 4 4 3 4 2 3 4 4 3 3 4
121 1 0.375 0.25 3 4 2 4 4 1 3 3 3 3 2 5 3 1 3 3 1 4 2
122 1 0.125 0.125 3.6 3 3 3 3 3 3 3 3 4 2 4 3 5 5 4 2 4 2
123 1 0.6875 0.4375 3.8 4 4 4 4 2 4 2 4 4 4 4 3 4 4 2 2 4 4
124 1 0.4375 0.375 2.8 3 1 2 2 2 3 1 2 1 2 3 2 1 1 1 2 2 2
125 10 0.8125 0.5625 2.9 5 4 4 4 2 4 4 4 5 4 3 2 4 4 3 4 4 2
126 1 0.5 0.5 3.3 3 2 2 4 2 2 2 2 3 2 2 2 2 2 2 1 2 2
127 1 0.625 0.5 2.5 3 1 1 4 2 2 3 2 2 3 2 3 1 2 3 3 4 2
128 1 0.625 0.4375 2.9 4 2 3 4 3 4 2 4 3 2 4 2 5 5 4 2 4 4
129 10 1.125 0.625 3.1 4 2 4 2 2 4 1 4 2 2 4 4 2 4 4 2 2 4
130 1 0.9375 0.5 2.6 4 2 2 2 2 3 2 3 3 4 3 2 2 2 1 1 1 1
131 10 0.5 0.375 3.5 2 5 4 4 3 4 1 5 3 2 5 1 5 5 5 2 5 3
132 1 0.75 0.5625 2.8 4 4 5 4 4 3 2 5 5 3 3 3 5 5 5 4 3 3
133 10 0.375 0.375 3.2 4 3 4 4 2 3 3 2 4 4 4 4 4 4 4 3 3 3
134 10 0.3125 0.3125 2.9 2 2 2 2 3 4 2 4 2 3 3 3 3 3 4 2 4 2
135 1 0.5 0.5 3.1 3 1 4 3 2 3 3 3 4 3 3 3 2 2 3 2 3 2
136 1 0.5625 0.4375 2.7 3 3 4 2 4 4 2 3 4 2 3 3 2 4 4 3 2 3
137 10 0.875 0.625 2.8 3 2 2 2 2 3 2 3 2 2 4 2 3 2 5 2 4 2
138 1 0.625 0.5 3.6 2 1 2 2 3 4 2 4 3 4 3 3 3 2 4 3 3 2
139 1 0.6875 0.5625 2.7 2 2 2 2 3 4 2 4 3 2 4 2 2 3 4 2 3 3
140 10 0.5625 0.5 3.4 4 3 3 4 4 4 2 3 4 3 4 4 4 4 4 4 4 4
141 10 0.625 0.625 2.4 2 3 2 2 2 2 2 4 2 2 4 2 3 3 2 2 3 2
142 1 0.8125 0.6875 3.5 3 3 3 2 3 4 3 5 4 4 4 4 3 4 4 2 4 3
143 10 1.0625 0.625 3 5 2 2 4 4 4 2 3 3 2 5 2 4 4 4 1 4 4
144 10 0.6875 0.375 3.3 4 1 4 5 1 5 1 2 1 2 3 1 1 2 2 1 1 2
145 10 0.75 0.5625 3.1 3 2 4 4 3 4 2 4 3 2 5 1 4 4 4 2 4 2
146 1 0.625 0.4375 3.1 2 3 2 3 2 2 2 3 4 2 4 2 2 2 3 2 2 2
147 1 0.5625 0.375 3.4 5 3 4 3 4 4 3 4 4 5 4 4 2 2 2 2 3 4
148 1 0.8125 0.625 4.1 3 1 1 1 2 2 5 4 2 2 2 2 5 5 5 4 3 2
149 1 1.125 0.625 3.1 4 2 4 2 1 2 1 4 5 5 4 4 4 4 2 1 4 2
150 10 0.8125 0.5625 3.2 3 2 3 3 3 3 4 4 5 3 4 4 3 5 4 2 3 4
151 10 0.25 0.25 3.6 1 1 2 2 4 2 2 4 2 2 4 1 2 2 4 2 3 2
152 1 0.3125 0.3125 3.2 5 2 4 3 4 4 4 4 4 4 5 4 4 3 2 2 5 2
153 10 0.8125 0.5625 3.2 3 4 4 2 3 2 2 3 2 3 5 2 4 4 3 2 4 2
154 1 0.4375 0.375 3.7 5 4 4 4 2 4 4 4 5 3 5 4 4 4 4 2 4 2
155 10 0.3125 0.25 3.1 3 4 2 1 2 4 2 4 1 2 4 3 4 4 2 3 4 2
156 10 0.375 0.1875 3.7 4 2 4 3 2 4 3 4 4 4 3 4 3 4 4 2 4 3
157 10 0.625 0.5625 2.8 3 2 2 2 2 2 3 4 2 3 4 3 4 4 4 3 3 3
158 10 0.6875 0.4375 3.2 4 2 4 4 4 2 2 4 4 4 2 2 2 2 2 1 2 2
159 10 0.4375 0.3125 3.4 3 3 4 4 3 3 2 1 4 4 4 3 5 5 5 3 5 4
160 1 0.8125 0.5 3.2 4 1 3 2 5 3 3 2 5 4 4 4 3 2 2 4 2 2
161 1 0.6875 0.5625 4.4 5 2 4 5 3 4 4 5 5 4 5 4 2 5 2 1 5 4
162 1 0.4375 0.4375 3.2 4 2 2 4 3 4 3 5 4 4 3 3 4 4 4 2 3 4
163 1 0.75 0.4375 3.7 3 2 4 4 3 4 1 4 2 3 4 3 2 1 5 2 3 3
164 1 0.25 0.1875 3.6 3 2 4 2 3 2 2 2 4 2 4 2 4 2 4 4 4 3
165 1 0.5625 0.4375 3.2 5 2 4 3 4 4 3 3 4 2 4 2 4 5 4 3 4 4
166 10 0.3125 0.3125 3.7 2 2 2 3 2 3 3 2 3 3 4 3 3 3 2 3 3 3
167 1 0.25 0.25 3.9 4 2 4 2 2 4 5 4 4 4 3 4 4 5 5 3 4 4
168 10 0.8125 0.5 3.6 5 1 4 3 2 2 1 3 5 1 4 3 5 2 2 3 2 2
169 10 0.8125 0.5 2.2 5 2 5 5 3 5 1 5 5 5 4 5 4 5 4 2 5 2
170 1 0.5 0.4375 3.7 4 2 4 4 3 4 4 4 4 3 2 4 2 4 4 2 4 2
171 10 0.375 0.375 3.2 2 2 2 3 2 3 2 3 3 3 4 3 4 3 3 3 4 4
172 1 0.4375 0.3125 3.9 5 1 1 2 1 4 1 3 1 2 3 2 2 3 4 1 2 1
173 1 0.5 0.3125 1.8 2 2 2 2 1 2 4 4 2 2 2 1 3 3 4 2 1 2
174 10 0.4375 0.375 3.6 4 4 4 4 3 4 4 4 4 4 2 4 4 4 2 4 4 4
175 10 0.6875 0.625 3.6 4 4 4 4 2 2 3 4 4 4 2 3 3 5 5 2 4 3
176 10 0.6875 0.4375 3.3 4 2 4 3 3 3 3 2 2 4 4 3 3 3 2 1 3 2
177 10 0.5625 0.375 3.7 3 3 2 3 4 3 2 2 3 4 4 3 2 2 3 2 2 3
178 10 0.4375 0.4375 3.5 3 3 3 2 2 3 3 3 3 2 3 2 2 3 4 2 4 3
179 1 0.5625 0.4375 3.1 4 3 5 4 4 4 1 5 4 4 4 3 4 4 4 3 4 2
180 1 0.8125 0.5625 3.1 4 2 4 4 2 4 3 4 4 4 4 4 5 4 5 5 5 4
181 1 0.5 0.375 3.2 4 2 2 4 2 2 3 3 5 2 3 3 2 4 3 4 3 2
182 1 0.25 0.25 2.7 2 2 2 2 2 2 3 2 2 2 4 3 2 2 2 3 2 1
183 1 0.125 0.125 2.2 2 4 3 3 3 4 2 4 3 2 3 2 2 3 3 3 3 3
184 1 0.6875 0.4375 2.8 3 2 2 2 2 3 2 5 3 4 4 3 4 4 5 2 4 4
185 10 0.5625 0.375 3.4 4 2 4 4 4 4 4 5 4 4 4 4 4 5 4 4 5 3
186 1 0.6875 0.5625 2.9 4 3 2 3 2 2 3 3 4 2 5 4 2 4 3 2 3 2
187 1 0.5 0.375 3.2 4 2 3 4 3 4 3 4 3 3 4 3 3 3 4 3 3 4
188 1 0.5 0.5 3.4 4 4 4 2 4 4 3 4 3 3 2 3 4 4 4 3 4 4
189 10 0.8125 0.625 3.5 4 2 2 2 3 4 3 3 3 2 2 2 4 4 4 3 4 2
190 10 1 1 3 4 4 4 2 2 2 4 4 4 2 2 2 4 4 4 2 2 2
191 10 1.0625 0.625 2.9 5 3 5 3 1 2 4 4 5 1 5 1 5 5 4 2 1 2
192 10 0.625 0.4375 3.3 5 3 4 4 3 3 2 4 4 4 4 4 4 4 4 3 4 3
193 10 0.75 0.75 3.3 2 2 2 2 2 2 2 3 3 2 2 2 2 2 2 2 3 3
194 1 0.375 0.375 3.4 3 4 4 2 3 4 3 4 3 4 2 2 4 4 4 3 4 3
195 10 0.875 0.5625 3.5 4 1 1 4 1 2 1 2 4 4 2 2 4 5 4 1 2 4
196 10 0.5 0.3125 3.5 5 2 3 3 2 4 1 4 3 2 3 2 2 2 4 2 1 2
197 10 0.75 0.5 3.9 4 2 4 2 2 1 2 4 2 4 4 1 1 2 4 1 2 1
198 10 0.875 0.5625 2.2 1 1 3 1 2 2 2 2 2 4 5 2 2 2 2 1 2 2
199 10 0.625 0.4375 2.9 4 4 4 2 2 5 1 2 3 2 5 4 4 3 4 2 3 3
200 1 0.5 0.5 3.1 2 3 3 3 1 4 4 4 2 2 3 2 3 4 4 2 4 2
201 10 0.5625 0.4375 2.7 2 1 2 2 3 3 2 4 2 4 3 3 1 2 3 2 2 3
202 10 0.625 0.4375 3.6 3 2 2 2 1 3 3 2 3 3 4 2 3 3 4 2 3 2
203 1 0.5 0.375 3.7 2 3 4 4 3 5 3 4 3 4 4 4 2 3 4 5 4 4
204 1 0.625 0.4375 2.9 4 2 4 3 2 4 1 5 4 4 4 3 2 4 4 2 4 4
205 10 0.875 0.5 2.9 3 3 2 3 4 2 2 4 3 4 4 4 3 2 4 1 4 1
206 1 0.75 0.625 3.1 4 2 3 3 2 3 3 3 3 4 2 2 2 3 2 1 2 1
207 1 0.875 0.625 3.1 3 4 4 1 1 2 4 5 4 4 4 3 3 5 4 4 3 3
208 10 0.5 0.375 2.5 5 4 3 4 4 4 2 2 4 3 4 4 4 4 4 3 4 4
209 1 0.4375 0.4375 3.4 3 1 4 4 4 4 3 2 3 4 5 2 2 2 4 2 4 2
210 1 0.5 0.4375 3.8 4 1 2 2 2 4 3 2 2 2 4 3 4 4 2 2 4 2
211 1 0.6875 0.5 2.9 2 2 1 2 3 3 2 3 4 3 4 3 2 2 2 2 2 3
212 10 0.875 0.5 3.4 2 1 1 3 2 3 1 4 1 2 2 1 1 3 2 1 4 1
213 10 0.8125 0.5625 3.6 4 4 4 4 3 4 2 4 5 1 4 1 4 4 5 4 4 3
214 10 0.8125 0.5 3.1 5 3 4 3 2 4 3 4 5 4 5 4 3 3 3 1 2 2
215 10 0.5625 0.4375 3.6 3 2 4 2 3 2 2 3 3 3 3 3 3 3 3 2 2 3
216 10 0.5 0.4375 3.5 3 2 2 2 2 2 2 4 2 4 4 2 2 2 3 2 4 2
217 10 0.8125 0.5625 3.6 4 4 2 2 4 3 3 5 4 3 2 2 4 4 4 3 4 3
218 1 1.0625 0.625 2.3 4 2 4 3 2 3 3 4 3 2 4 2 3 4 4 2 2 2
219 1 0.625 0.5625 3.8 2 1 2 2 2 2 2 3 3 2 4 2 3 2 2 1 2 2
220 1 0.875 0.75 3 4 4 4 4 4 2 1 3 4 2 2 3 5 4 5 2 4 4
221 1 0.5 0.4375 3.5 3 2 3 4 3 4 3 5 4 4 4 4 4 5 4 4 4 4
222 1 0.9375 0.625 3.2 1 1 2 2 2 2 4 4 2 2 4 3 4 4 4 2 3 2
223 10 1.125 0.75 1.8 4 2 3 2 1 1 2 4 2 2 2 2 4 5 3 2 3 2
224 10 0.75 0.4375 3.2 4 4 4 4 5 5 4 3 5 5 3 4 3 5 4 3 5 3
225 10 1.125 0.625 4.2 4 2 5 4 2 4 2 4 4 4 4 2 2 2 4 3 2 1
226 10 0.875 0.5625 3.5 5 4 5 4 3 5 2 3 5 3 4 3 5 4 4 1 4 2
227 1 0.6875 0.5625 2.6 4 2 3 4 4 4 2 4 2 4 4 4 2 2 1 1 1 2
228 1 0.625 0.5 3.2 3 2 4 3 3 3 2 4 4 3 3 2 4 4 4 2 4 3
229 10 0.6875 0.5625 3.5 3 3 4 4 4 4 2 4 2 2 4 2 4 2 4 4 4 3
230 10 0.375 0.375 3.2 2 4 3 2 2 4 3 2 3 2 3 4 4 4 4 2 3 4
231 10 0.5 0.375 2.9 4 2 3 2 2 2 4 2 4 2 4 2 4 4 4 2 4 3
232 10 0.625 0.625 2.9 5 4 1 1 2 4 2 5 4 4 4 4 4 5 4 2 4 4
233 1 0.4375 0.3125 2.9 4 4 2 3 3 4 4 2 3 4 4 3 2 4 4 1 4 2
234 10 0.8125 0.5625 3.6 4 1 4 4 2 4 1 2 4 2 4 3 4 5 5 2 4 4
235 10 0.5 0.4375 2.7 4 2 4 3 2 4 4 5 3 4 2 3 4 4 4 4 4 4
236 1 0.625 0.5 3.5 1 3 2 3 2 2 3 3 2 2 4 3 2 2 2 1 2 2
237 10 0.3125 0.3125 3.2 5 4 4 3 2 4 2 4 2 2 4 2 4 4 5 2 5 3
238 10 0.75 0.4375 4 5 3 4 4 4 4 4 4 5 4 4 4 4 5 5 2 4 3
239 10 0.8125 0.8125 2.7 5 4 4 4 2 2 2 4 2 5 4 3 4 5 2 2 4 4
240 10 0.5 0.5 2.6 3 2 2 2 3 3 2 3 2 3 4 3 2 4 4 2 3 2
241 1 0.875 0.625 3.2 4 2 4 2 2 3 3 4 4 3 4 4 3 4 4 2 4 4
242 1 0.8125 0.5 2.9 4 1 3 3 2 4 2 2 4 4 3 3 3 3 4 1 2 3
243 10 0.5625 0.5 2.5 2 2 4 4 4 2 2 5 4 4 5 3 3 4 4 4 4 3
244 10 0.5 0.5 3.1 4 3 4 3 3 4 3 4 4 3 4 3 4 4 4 2 4 3
245 1 0.5625 0.4375 3.8 5 2 5 4 2 4 4 5 5 4 4 4 5 5 5 2 5 4
246 10 0.6875 0.5625 3 4 3 4 3 4 5 3 3 3 3 4 3 4 2 4 2 3 2
247 10 0.5 0.4375 3.1 3 2 3 2 2 2 2 3 2 2 2 2 2 2 2 2 2 2
248 10 0.4375 0.375 3.4 2 2 2 5 2 2 2 2 2 1 2 5 2 2 1 3 4 2
249 10 0.625 0.625 3.5 4 2 2 2 3 3 3 4 3 4 2 3 2 2 2 2 2 2
250 1 0.5625 0.4375 2.7 3 2 4 2 2 4 3 4 2 3 4 2 4 4 3 4 4 2
251 1 0.5625 0.375 2.9 4 2 4 4 4 2 3 4 4 1 4 2 2 2 5 2 2 2
252 1 0.3125 0.3125 2.8 4 4 2 3 4 3 3 4 4 2 3 4 4 4 4 2 4 4
253 10 0.8125 0.5 3.5 4 4 4 4 3 4 2 4 3 4 4 4 4 4 5 2 3 4
254 10 0.625 0.625 3.3 3 2 3 3 2 3 2 4 4 4 4 3 3 3 4 3 3 3
255 1 0.75 0.5 3.8 2 1 1 2 2 2 2 2 2 2 4 2 2 3 1 1 4 2
256 10 0.3125 0.3125 3.3 2 2 3 2 3 2 2 2 3 2 4 4 3 2 4 2 2 3
257 1 0.875 0.5625 3.5 2 4 2 3 3 3 4 4 4 3 4 4 4 4 3 2 4 3
258 10 0.6875 0.5625 2.9 4 2 5 3 4 5 2 5 2 3 4 3 4 4 3 2 4 2
259 10 0.5 0.375 4 4 4 4 4 2 4 4 4 4 4 4 4 4 4 3 2 4 3
260 10 0.875 0.5625 3.7 2 4 4 2 1 5 3 4 5 2 3 5 3 4 2 3 4 1
261 10 0.5 0.4375 3.5 5 3 4 4 3 4 4 4 4 2 4 3 4 2 5 2 4 4
262 10 0.6875 0.4375 3.3 5 3 4 4 4 5 4 2 4 3 5 4 5 4 5 3 4 2
263 1 0.75 0.5 3.9 5 1 4 1 1 1 1 4 3 2 2 1 3 2 1 1 1 1
264 1 0.9375 0.6875 3.8 4 1 1 2 4 5 2 2 2 2 5 2 2 2 4 2 2 1
265 10 0.9375 0.6875 3 2 4 5 3 3 3 5 5 5 3 1 3 4 5 2 4 5 1
